state,avg_rainfall_mm,river_level_m,elevation_m,distance_to_river_km,drainage_quality,soil_type,past_flood_events,flood_risk
Anambra,352.7,3.39,122.9,5.85,Fair,Clay,3,Medium
Niger,322.2,10.34,359.7,16.27,Fair,Sandy,1,Low
Benue,116.4,1.62,238.2,6.15,Good,Sandy,3,Low
Jigawa,73.6,4.78,84.6,11.57,Poor,Clay,0,Medium
Delta,326.3,1.63,106.3,12.02,Good,Sandy,5,Low
Jigawa,341.5,2.51,174.1,4.52,Poor,Clay,1,Low
Anambra,68.8,4.62,50.6,21.92,Good,Clay,3,Low
Niger,421.2,2.07,33.3,13.19,Poor,Loamy,4,Medium
Kwara,86.5,7.76,272.7,21.68,Fair,Clay,4,High
Anambra,164.4,2.41,164.1,6.64,Fair,Sandy,3,Low
Kogi,319.0,8.87,291.0,4.39,Good,Sandy,2,Low
Lagos,117.9,2.05,45.8,0.55,Poor,Sandy,5,Medium
Anambra,72.2,2.12,244.7,2.44,Fair,Sandy,0,Low
Delta,182.5,4.71,178.4,3.77,Poor,Clay,0,Low
Delta,356.4,10.91,25.1,2.06,Good,Loamy,3,Medium
Anambra,215.5,8.23,218.8,22.43,Fair,Loamy,0,Low
Benue,311.2,9.59,35.0,22.79,Good,Clay,1,Medium
Lagos,281.8,2.99,331.4,23.44,Good,Sandy,0,Low
Kogi,58.9,10.26,253.5,24.0,Poor,Loamy,4,Medium
Anambra,445.4,1.59,223.7,12.35,Good,Loamy,3,Low
Benue,66.6,3.74,55.1,13.3,Good,Clay,1,Medium
Delta,437.1,7.97,116.4,3.36,Poor,Sandy,0,Medium
Delta,269.9,5.44,198.2,3.51,Poor,Loamy,4,Low
Niger,435.3,11.83,254.0,19.34,Good,Clay,5,Medium
Anambra,95.9,1.82,74.9,21.41,Fair,Loamy,2,Low
Lagos,246.2,11.99,5.5,19.64,Fair,Loamy,0,Medium
Bayelsa,117.8,8.05,139.2,20.88,Poor,Sandy,4,Medium
Lagos,70.4,7.37,194.2,6.99,Good,Sandy,5,Low
Delta,297.0,2.12,75.4,11.71,Fair,Loamy,5,Medium
Delta,133.1,4.37,197.9,11.53,Poor,Sandy,4,Low
Jigawa,285.1,11.21,136.7,24.88,Poor,Loamy,4,High
Delta,94.9,5.22,183.1,23.73,Poor,Loamy,4,Medium
Kogi,182.8,8.45,140.3,15.0,Good,Loamy,2,Medium
Rivers,362.7,11.99,252.1,3.54,Poor,Clay,3,High
Anambra,224.8,4.26,19.1,6.54,Fair,Sandy,4,Medium
Lagos,301.1,7.55,70.0,9.16,Good,Sandy,3,Low
Rivers,309.0,8.81,174.2,21.84,Fair,Loamy,5,Medium
Benue,387.5,3.23,143.8,4.35,Fair,Sandy,2,Low
Bayelsa,180.0,3.06,157.9,5.57,Fair,Loamy,5,Low
Kogi,324.9,6.29,321.9,8.8,Good,Sandy,2,Low
Lagos,434.6,5.55,354.8,23.18,Fair,Sandy,5,Low
Rivers,342.1,9.0,101.0,12.64,Poor,Loamy,1,High
Bayelsa,245.9,2.23,334.9,16.21,Poor,Sandy,1,Low
Jigawa,302.3,11.71,184.6,9.74,Fair,Loamy,4,Medium
Kogi,345.9,1.65,111.0,4.79,Poor,Clay,3,Medium
Kogi,294.9,7.81,394.2,5.65,Good,Loamy,5,Low
Jigawa,56.7,7.41,330.3,20.09,Good,Sandy,2,Low
Anambra,127.9,2.91,397.7,22.35,Poor,Clay,0,Low
Jigawa,374.2,3.08,68.9,12.38,Poor,Clay,1,Medium
Kogi,159.1,9.82,59.2,8.99,Good,Loamy,1,Medium
Kogi,342.6,10.82,202.3,20.22,Fair,Clay,5,High
Rivers,198.8,4.47,256.2,16.86,Good,Loamy,0,Low
Delta,258.8,6.1,70.1,1.12,Fair,Sandy,3,Medium
Bayelsa,77.2,5.23,344.5,8.83,Poor,Loamy,3,Low
Jigawa,122.5,2.26,213.7,17.09,Poor,Clay,3,Low
Bayelsa,432.9,8.57,165.6,14.38,Fair,Loamy,4,Low
Jigawa,406.1,10.16,241.6,24.45,Fair,Loamy,4,Low
Benue,310.9,4.7,254.7,21.67,Good,Sandy,5,Low
Kogi,233.9,11.9,19.0,1.59,Fair,Loamy,0,Medium
Delta,320.3,2.3,400.0,18.17,Poor,Sandy,5,Low
Rivers,297.4,8.45,146.8,8.47,Poor,Clay,2,High
Delta,277.4,6.21,26.5,17.08,Poor,Clay,0,Low
Delta,73.7,6.19,341.2,15.47,Fair,Loamy,2,Low
Delta,303.1,6.31,397.2,12.63,Fair,Loamy,0,Low
Bayelsa,357.6,4.22,326.9,21.34,Poor,Clay,4,Low
Jigawa,447.6,9.01,341.0,17.75,Fair,Clay,3,Low
Kwara,54.4,9.08,251.1,22.25,Good,Clay,1,Low
Benue,342.1,4.47,369.1,7.11,Good,Loamy,0,Low
Lagos,278.7,10.27,16.2,8.77,Fair,Clay,0,High
Delta,223.6,4.83,307.2,15.59,Fair,Loamy,1,Low
Anambra,101.0,9.11,268.9,24.16,Poor,Clay,0,Low
Bayelsa,213.6,2.77,21.7,9.35,Fair,Clay,3,Medium
Rivers,191.8,3.27,218.5,0.9,Poor,Loamy,5,Medium
Lagos,171.1,4.82,207.0,11.2,Good,Sandy,1,Low
Kwara,342.4,7.74,277.2,13.64,Fair,Loamy,1,Low
Anambra,330.3,8.28,32.9,20.04,Good,Sandy,3,Low
Kwara,285.6,5.66,322.5,18.24,Fair,Loamy,3,Low
Lagos,425.5,2.32,57.5,24.12,Fair,Sandy,1,Low
Delta,189.9,5.42,168.6,19.59,Poor,Sandy,3,Low
Anambra,147.5,8.73,352.8,7.54,Poor,Sandy,5,Medium
Kwara,312.4,8.55,225.1,16.07,Fair,Loamy,3,Low
Rivers,129.5,3.18,153.1,16.84,Fair,Loamy,5,Low
Jigawa,176.0,1.58,21.2,24.95,Poor,Loamy,3,Medium
Kogi,139.8,9.41,269.6,3.55,Good,Sandy,1,Low
Jigawa,77.7,2.62,394.6,4.86,Fair,Sandy,0,Low
Lagos,381.0,2.36,364.9,3.97,Poor,Loamy,2,Low
Bayelsa,151.8,1.53,287.5,14.77,Fair,Loamy,1,Low
Kogi,239.2,6.04,43.9,3.47,Poor,Clay,2,High
Benue,67.3,6.78,97.3,16.43,Good,Clay,3,Low
Rivers,329.7,8.2,76.4,20.11,Fair,Clay,3,High
Benue,182.2,4.61,143.5,10.88,Fair,Clay,0,Low
Anambra,347.9,8.96,95.7,14.06,Good,Clay,3,Medium
Kogi,215.0,3.28,99.3,22.83,Fair,Loamy,2,Low
Benue,128.3,10.24,247.5,14.28,Fair,Sandy,1,Low
Benue,255.3,7.5,128.8,5.29,Fair,Sandy,1,Low
Kwara,102.2,7.63,271.5,8.65,Poor,Loamy,5,High
Jigawa,226.2,3.7,379.3,13.29,Poor,Loamy,0,Low
Kwara,176.9,2.28,256.1,3.96,Fair,Loamy,2,Low
Kogi,414.8,6.38,301.2,15.35,Good,Clay,3,Low
Kogi,74.4,7.96,301.1,24.98,Good,Clay,4,Low
Lagos,327.6,2.5,133.6,16.35,Fair,Clay,0,Low
Kwara,123.1,11.48,8.0,9.37,Poor,Loamy,0,Medium
Niger,177.6,11.79,23.9,8.36,Poor,Loamy,4,High
Jigawa,216.2,7.23,114.3,23.3,Fair,Sandy,1,Low
Kogi,413.2,11.48,276.4,21.8,Poor,Loamy,5,Medium
Lagos,147.0,3.38,362.9,11.86,Poor,Clay,1,Medium
Kwara,86.5,1.77,383.6,8.9,Good,Sandy,1,Low
Jigawa,177.5,1.91,12.3,17.79,Fair,Loamy,4,Medium
Kwara,91.9,7.67,396.1,7.93,Poor,Sandy,3,Low
Benue,101.4,2.15,130.4,3.07,Poor,Sandy,3,Low
Lagos,279.5,11.56,337.5,7.82,Poor,Loamy,5,Medium
Jigawa,74.4,2.99,73.8,10.91,Fair,Clay,5,High
Delta,62.4,4.7,27.0,6.46,Fair,Clay,2,Low
Anambra,335.8,10.14,152.6,5.5,Poor,Sandy,2,Low
Anambra,194.7,3.8,343.9,0.25,Good,Loamy,1,Low
Jigawa,100.2,4.05,89.9,15.81,Good,Loamy,4,Medium
Kwara,151.4,8.24,63.3,15.4,Fair,Clay,5,High
Lagos,306.8,4.4,364.1,4.78,Good,Loamy,0,Low
Anambra,160.2,3.78,375.5,23.6,Poor,Loamy,3,Low
Lagos,247.8,4.17,7.0,10.3,Fair,Sandy,4,Low
Anambra,98.7,6.65,291.5,0.73,Fair,Loamy,5,Low
Benue,285.2,11.64,125.1,5.57,Good,Loamy,2,Low
Kwara,176.4,10.24,151.1,17.33,Fair,Loamy,5,Low
Benue,300.8,4.49,188.7,5.12,Good,Clay,3,Low
Anambra,373.4,5.32,171.9,1.44,Good,Clay,5,Medium
Delta,294.7,6.38,207.0,15.48,Poor,Sandy,3,Low
Delta,168.3,11.78,233.8,13.01,Good,Clay,4,Low
Benue,152.3,3.31,187.3,19.06,Good,Clay,5,Low
Delta,181.0,5.25,281.2,19.34,Fair,Clay,5,Low
Anambra,115.8,9.16,288.0,24.0,Poor,Clay,2,Medium
Jigawa,122.5,11.62,177.3,1.52,Poor,Sandy,4,Medium
Benue,366.3,3.13,58.7,1.07,Good,Loamy,0,Low
Bayelsa,203.9,3.89,257.0,24.68,Fair,Loamy,3,Low
Kwara,224.4,3.87,309.6,16.16,Fair,Loamy,4,Low
Delta,287.6,1.72,256.0,17.91,Fair,Sandy,4,Low
Delta,285.9,7.84,236.0,2.5,Poor,Clay,0,Medium
Kogi,77.0,8.54,93.3,1.84,Poor,Sandy,4,High
Niger,382.6,7.83,258.8,4.09,Good,Sandy,3,Low
Benue,120.9,2.25,135.3,10.74,Good,Sandy,1,Low
Rivers,339.2,2.23,368.0,2.84,Fair,Loamy,1,Low
Delta,359.1,3.71,262.2,11.21,Good,Clay,2,Low
Kwara,336.0,4.55,112.7,14.08,Fair,Loamy,0,Low
Bayelsa,281.6,9.76,190.2,0.11,Poor,Sandy,2,Medium
Delta,55.8,3.17,338.9,2.94,Good,Sandy,1,Low
Bayelsa,194.2,1.96,135.5,9.44,Fair,Loamy,0,Low
Anambra,291.9,5.64,211.1,1.43,Poor,Loamy,4,Medium
Anambra,205.0,5.87,272.5,3.42,Fair,Loamy,4,Low
Niger,395.4,6.23,302.3,5.87,Good,Clay,3,Low
Jigawa,173.5,10.18,71.2,10.8,Fair,Loamy,5,High
Rivers,167.4,2.53,226.9,17.9,Poor,Clay,1,Medium
Kogi,156.4,8.89,365.1,3.4,Good,Clay,4,Medium
Niger,183.1,5.05,387.4,18.48,Poor,Loamy,0,Low
Lagos,273.0,4.75,263.1,21.39,Good,Sandy,5,Low
Kogi,332.8,11.29,393.5,16.32,Fair,Sandy,5,Low
Benue,315.0,4.11,229.2,1.19,Poor,Clay,4,High
Kwara,373.1,8.25,178.2,11.07,Poor,Clay,2,Medium
Lagos,404.4,4.39,221.5,16.54,Fair,Clay,2,Low
Lagos,376.4,6.83,48.1,24.46,Poor,Sandy,2,Low
Niger,57.6,9.76,161.9,23.8,Poor,Clay,5,High
Jigawa,344.4,10.76,184.4,9.95,Poor,Clay,2,Medium
Niger,133.4,10.31,339.8,15.44,Poor,Sandy,2,Medium
Benue,103.2,7.61,303.9,22.28,Fair,Loamy,5,Low
Delta,305.4,4.11,241.4,20.79,Poor,Sandy,3,Low
Delta,177.9,8.44,140.2,12.04,Poor,Loamy,2,Medium
Jigawa,72.8,8.95,76.4,6.6,Poor,Loamy,3,High
Benue,105.1,1.61,140.4,3.51,Good,Clay,3,Medium
Jigawa,50.4,6.11,272.6,12.25,Good,Clay,4,Low
Bayelsa,411.3,10.35,106.7,18.1,Fair,Loamy,5,Medium
Delta,59.8,6.64,171.9,24.25,Fair,Clay,0,Low
Lagos,133.8,4.77,155.9,21.56,Fair,Loamy,2,Low
Rivers,216.5,10.65,306.7,5.19,Poor,Clay,0,Medium
Kwara,192.6,3.14,353.7,18.02,Good,Sandy,1,Low
Benue,414.7,3.67,280.3,7.3,Good,Loamy,3,Low
Kogi,66.1,8.72,138.0,17.12,Fair,Loamy,1,Medium
Jigawa,254.9,5.2,174.4,16.68,Good,Clay,3,Low
Kwara,322.2,8.99,59.1,6.88,Fair,Sandy,2,Medium
Kogi,422.7,3.16,68.9,5.94,Poor,Clay,1,Medium
Kwara,298.1,4.15,67.4,2.69,Good,Sandy,5,Low
Rivers,371.5,3.14,54.0,1.36,Poor,Clay,4,High
Kogi,83.5,11.51,73.5,21.48,Poor,Loamy,1,Medium
Niger,204.4,5.76,82.7,1.34,Good,Sandy,3,Low
Anambra,199.6,5.04,46.5,2.31,Fair,Sandy,5,Medium
Niger,404.5,1.65,256.8,6.05,Good,Clay,3,Low
Delta,110.5,3.11,396.2,22.2,Poor,Sandy,0,Low
Anambra,110.8,5.92,351.9,8.39,Fair,Clay,1,Low
Niger,181.4,2.22,20.1,4.88,Poor,Sandy,4,Medium
Anambra,71.8,6.86,170.4,17.92,Fair,Clay,2,Low
Anambra,123.0,6.28,344.0,8.04,Good,Clay,0,Low
Lagos,436.1,9.56,55.6,8.4,Poor,Clay,1,High
Jigawa,221.3,8.43,339.4,18.5,Fair,Loamy,0,Low
Jigawa,302.8,6.18,237.9,6.37,Fair,Sandy,1,Low
Lagos,340.4,3.86,372.7,22.43,Good,Loamy,2,Low
Kwara,196.8,9.13,350.7,14.08,Fair,Loamy,2,Low
Bayelsa,108.9,8.93,271.5,13.49,Fair,Loamy,4,Medium
Kwara,132.6,3.11,263.8,6.69,Poor,Loamy,0,Low
Kogi,175.3,11.1,86.8,20.89,Good,Sandy,4,Medium
Kogi,304.4,2.18,48.5,14.36,Good,Sandy,1,Low
Anambra,209.3,2.08,167.3,3.97,Poor,Loamy,2,Low
Niger,52.7,3.47,76.3,5.24,Poor,Sandy,2,Medium
Niger,259.4,11.05,42.8,11.76,Poor,Sandy,3,Medium
Jigawa,418.6,6.96,122.3,19.51,Fair,Clay,3,Medium
Benue,374.8,9.77,344.5,23.49,Good,Sandy,4,Low
Kwara,380.1,3.89,8.8,16.62,Good,Loamy,0,Low
Delta,368.0,6.65,118.5,12.7,Good,Sandy,1,Low
Rivers,179.5,5.26,170.8,6.34,Fair,Loamy,4,Low
Niger,356.1,10.19,205.2,16.85,Good,Sandy,2,Low
Rivers,107.3,1.74,74.3,24.56,Good,Loamy,2,Low
Anambra,313.1,4.06,385.8,11.96,Good,Sandy,2,Low
Rivers,306.6,3.1,232.4,4.14,Good,Sandy,1,Low
Delta,60.2,10.52,209.8,2.67,Poor,Sandy,4,Medium
Lagos,365.2,6.41,5.5,6.8,Fair,Loamy,1,High
Delta,411.3,5.74,195.3,14.28,Good,Clay,5,Low
Rivers,157.0,6.22,335.4,23.68,Good,Loamy,2,Low
Delta,375.0,11.71,89.4,7.55,Good,Sandy,3,Low
Bayelsa,83.0,10.43,141.8,7.7,Good,Loamy,4,High
Anambra,290.0,8.92,10.2,12.08,Good,Sandy,3,High
Kwara,244.3,4.55,390.8,22.97,Poor,Sandy,4,Low
Lagos,268.4,3.23,28.5,10.53,Poor,Clay,2,Medium
Niger,420.5,11.18,359.5,5.66,Fair,Sandy,3,Low
Kogi,398.5,5.94,126.6,4.16,Fair,Sandy,3,Low
Kwara,364.0,4.43,235.8,11.48,Good,Sandy,4,Low
Kogi,159.5,6.44,272.4,20.04,Good,Clay,5,Low
Anambra,414.7,11.14,58.1,7.35,Poor,Loamy,5,High
Lagos,89.0,5.56,178.6,12.86,Fair,Clay,3,Low
Jigawa,391.3,7.41,131.5,15.11,Good,Loamy,3,Low
Niger,181.3,9.93,24.5,11.32,Good,Sandy,2,Low
Bayelsa,71.5,5.98,333.6,4.87,Good,Loamy,4,Low
Jigawa,317.7,3.95,20.0,23.05,Fair,Loamy,4,Medium
Anambra,142.5,11.94,262.0,14.18,Poor,Loamy,0,Low
Kwara,147.4,11.54,127.0,18.26,Poor,Loamy,4,High
Bayelsa,172.4,10.36,78.5,15.94,Good,Sandy,2,Low
Delta,75.5,8.73,267.5,24.95,Good,Clay,3,Low
Rivers,120.9,4.6,230.7,11.46,Good,Loamy,0,Low
Bayelsa,52.1,11.09,127.5,10.68,Good,Sandy,3,Medium
Anambra,228.2,4.39,206.2,9.07,Good,Sandy,4,Low
Benue,83.7,9.91,100.0,9.1,Fair,Sandy,1,Medium
Rivers,323.1,11.14,345.8,6.97,Poor,Sandy,3,Low
Kogi,144.2,7.83,126.9,24.52,Fair,Loamy,5,High
Niger,427.4,9.93,99.6,21.78,Fair,Clay,4,High
Kogi,398.5,9.81,301.2,7.99,Good,Sandy,5,Low
Bayelsa,165.8,3.53,9.0,7.7,Fair,Clay,2,Medium
Kogi,363.3,8.51,108.7,2.68,Poor,Clay,5,High
Anambra,371.3,2.48,151.4,21.94,Good,Clay,4,Low
Delta,444.6,6.83,353.1,9.36,Poor,Sandy,0,Low
Kwara,289.1,3.2,380.3,14.36,Fair,Sandy,5,Low
Niger,82.8,5.87,287.2,22.52,Good,Sandy,1,Low
Kogi,308.7,10.25,198.0,10.26,Poor,Clay,1,Medium
Kogi,300.0,11.87,257.0,20.19,Poor,Sandy,1,Low
Bayelsa,305.3,4.84,166.8,10.81,Good,Sandy,5,Low
Kwara,172.9,7.09,120.9,17.55,Poor,Clay,2,Medium
Jigawa,393.9,6.87,380.4,10.84,Good,Sandy,1,Low
Kogi,433.8,11.52,47.9,9.88,Good,Loamy,3,High
Anambra,137.1,6.53,139.9,24.77,Fair,Loamy,2,Low
Benue,85.3,8.84,359.8,15.35,Poor,Loamy,4,Medium
Niger,127.8,11.18,289.8,9.25,Good,Loamy,0,Low
Kogi,378.2,5.42,13.6,6.52,Fair,Clay,2,High
Anambra,320.7,10.97,11.2,1.09,Fair,Sandy,0,High
Anambra,304.4,11.13,207.6,17.69,Good,Loamy,2,Low
Niger,210.7,11.27,194.7,9.37,Good,Loamy,4,Medium
Jigawa,281.1,4.34,178.3,20.55,Poor,Sandy,0,Low
Anambra,173.1,5.7,122.3,9.16,Poor,Clay,2,High
Benue,240.9,10.64,394.7,9.4,Poor,Loamy,0,Medium
Anambra,367.2,5.27,110.3,19.5,Good,Sandy,1,Low
Anambra,442.5,7.8,197.0,12.29,Fair,Sandy,1,Low
Anambra,423.0,2.74,163.1,22.13,Fair,Loamy,5,Low
Delta,423.5,2.09,69.8,14.79,Good,Loamy,1,Low
Delta,210.9,5.83,82.6,6.09,Poor,Sandy,3,Low
Jigawa,237.5,7.58,367.5,14.25,Fair,Sandy,1,Low
Kogi,332.3,5.62,343.6,0.2,Fair,Loamy,1,Low
Anambra,418.9,7.57,81.2,7.88,Poor,Loamy,4,High
Kwara,106.8,6.91,350.5,5.28,Fair,Loamy,0,Low
Kogi,171.7,8.7,85.3,16.39,Poor,Loamy,0,Medium
Jigawa,105.7,8.32,251.4,3.49,Fair,Clay,1,Low
Lagos,294.8,5.95,34.3,7.32,Fair,Sandy,0,Low
Kogi,172.5,5.96,352.4,8.35,Fair,Loamy,2,Low
Kogi,180.4,2.98,22.5,0.18,Poor,Sandy,5,High
Rivers,78.4,6.89,222.9,1.26,Fair,Loamy,1,Low
Bayelsa,189.9,7.67,312.3,7.85,Fair,Clay,5,Medium
Rivers,395.0,6.5,48.5,5.64,Fair,Sandy,1,Low
Benue,143.2,4.92,163.0,3.01,Good,Clay,3,Low
Delta,328.1,9.08,18.7,3.94,Fair,Sandy,5,High
Delta,301.9,2.28,273.7,20.9,Fair,Clay,2,Low
Bayelsa,395.4,11.1,124.4,17.11,Poor,Loamy,1,Medium
Niger,102.9,1.72,224.6,12.15,Poor,Loamy,1,Low
Niger,441.0,11.6,373.2,22.73,Good,Clay,0,Low
Jigawa,283.1,6.35,123.7,0.84,Poor,Loamy,1,Medium
Bayelsa,448.2,5.83,21.4,8.69,Poor,Clay,5,High
Kogi,414.6,4.19,270.9,20.6,Poor,Clay,5,Medium
Niger,138.6,1.61,315.2,15.74,Good,Sandy,1,Low
Anambra,72.5,4.39,383.2,24.54,Good,Clay,1,Low
Kwara,152.3,2.65,64.8,23.62,Fair,Sandy,1,Low
Kogi,261.0,8.43,158.1,4.33,Fair,Clay,3,Medium
Benue,118.6,4.85,338.0,24.3,Poor,Sandy,2,Low
Anambra,117.0,9.56,323.1,23.64,Fair,Sandy,5,Low
Anambra,235.0,3.67,250.7,9.4,Fair,Loamy,3,Low
Bayelsa,63.3,10.95,109.2,24.57,Good,Sandy,0,Low
Jigawa,98.8,6.99,115.0,0.99,Good,Sandy,4,Low
Benue,216.3,2.7,51.4,16.55,Fair,Clay,1,Low
Niger,75.3,5.71,368.9,6.73,Fair,Sandy,5,Low
Bayelsa,208.7,3.67,70.8,3.32,Fair,Loamy,0,Low
Niger,239.6,3.6,230.0,14.48,Poor,Clay,5,Medium
Bayelsa,230.5,6.82,234.6,7.73,Good,Sandy,4,Low
Bayelsa,397.7,8.55,149.1,16.7,Fair,Clay,1,Medium
Bayelsa,262.0,11.07,142.3,13.55,Fair,Clay,5,High
Jigawa,237.2,6.77,268.1,9.88,Poor,Clay,1,Medium
Bayelsa,214.3,11.64,156.5,4.63,Good,Clay,4,Low
Lagos,377.0,11.39,103.5,15.07,Poor,Clay,3,High
Kwara,408.0,10.58,160.9,20.75,Poor,Sandy,4,Medium
Niger,391.3,6.75,323.4,15.04,Fair,Clay,4,Medium
Kogi,319.4,2.98,386.7,15.3,Poor,Clay,5,High
Rivers,104.9,3.79,255.1,12.84,Poor,Loamy,2,Low
Benue,160.7,8.3,313.3,9.77,Fair,Loamy,1,Low
Delta,68.4,5.93,214.1,11.49,Good,Clay,5,Low
Jigawa,422.3,3.04,250.7,24.74,Fair,Sandy,1,Low
Kogi,314.3,6.53,395.3,18.77,Good,Loamy,3,Low
Anambra,348.5,1.68,176.5,10.82,Poor,Loamy,3,Low
Lagos,174.6,9.21,28.4,11.49,Poor,Clay,2,High
Delta,388.3,2.27,382.9,12.54,Fair,Sandy,2,Low
Rivers,153.8,8.11,317.6,16.52,Fair,Sandy,2,Low
Kogi,50.7,9.83,160.5,11.7,Fair,Loamy,3,Medium
Delta,200.6,2.89,393.0,17.19,Poor,Loamy,4,Low
Kogi,278.3,6.95,139.5,8.3,Poor,Loamy,5,Medium
Lagos,241.5,9.68,150.1,10.32,Good,Loamy,1,Low
Rivers,394.8,4.24,244.7,21.61,Fair,Loamy,1,Low
Anambra,92.2,3.21,111.2,8.29,Poor,Clay,5,Medium
Bayelsa,271.5,5.04,280.0,24.11,Good,Clay,0,Low
Niger,255.2,7.32,62.8,4.4,Fair,Clay,3,Medium
Anambra,162.6,7.54,45.0,6.12,Fair,Loamy,3,Medium
Bayelsa,378.9,2.87,214.9,11.65,Good,Clay,2,Low
Jigawa,351.1,6.3,223.1,19.96,Good,Loamy,5,Low
Kwara,343.1,4.32,44.4,18.32,Good,Sandy,0,Low
Benue,400.5,10.34,385.7,4.44,Poor,Sandy,0,Low
Benue,339.1,4.79,230.2,5.99,Fair,Clay,3,Low
Niger,142.7,10.31,62.1,14.42,Fair,Sandy,2,Medium
Rivers,332.2,6.0,126.0,7.45,Good,Sandy,1,Low
Lagos,173.1,9.13,320.5,10.62,Poor,Sandy,2,Low
Rivers,146.9,6.86,210.2,12.22,Good,Clay,1,Low
Lagos,79.2,8.03,76.9,14.9,Poor,Sandy,3,High
Rivers,347.6,5.65,42.9,6.35,Fair,Clay,2,Medium
Kwara,334.4,9.57,173.4,4.16,Fair,Loamy,0,Low
Jigawa,143.8,5.96,136.3,10.02,Poor,Loamy,5,High
Jigawa,349.8,6.3,263.1,2.14,Fair,Clay,4,Low
Bayelsa,417.1,6.94,370.2,13.22,Fair,Clay,0,Low
Delta,93.2,10.23,100.6,21.01,Good,Sandy,5,Medium
Jigawa,143.1,8.42,342.4,3.06,Poor,Loamy,1,Medium
Jigawa,350.1,5.17,368.3,2.91,Fair,Sandy,3,Low
Anambra,159.8,8.54,361.0,2.1,Fair,Loamy,2,Low
Anambra,299.9,8.25,380.9,21.21,Poor,Sandy,3,Medium
Bayelsa,82.5,11.28,337.2,2.11,Fair,Sandy,3,Medium
Delta,230.9,10.33,238.2,24.59,Poor,Loamy,1,Low
Niger,345.6,8.3,165.1,9.02,Poor,Sandy,3,Medium
Anambra,324.6,5.09,197.7,8.29,Good,Loamy,2,Low
Niger,376.0,9.69,349.3,2.38,Poor,Clay,0,Low
Kogi,401.0,7.54,122.0,14.68,Good,Sandy,3,Medium
Anambra,359.3,11.85,65.4,14.69,Fair,Loamy,2,Medium
Kwara,318.6,4.1,58.0,12.4,Poor,Loamy,2,Medium
Delta,62.7,2.34,331.1,7.84,Good,Sandy,1,Low
Bayelsa,264.0,2.23,305.1,9.28,Poor,Loamy,3,Low
Kogi,65.1,8.22,200.1,8.08,Fair,Sandy,1,Low
Delta,373.2,11.36,111.4,10.71,Good,Sandy,0,Low
Kwara,178.3,1.52,271.7,8.61,Good,Clay,0,Low
Delta,275.0,9.12,17.3,16.92,Good,Clay,5,High
Kwara,161.8,8.4,228.2,7.47,Fair,Clay,2,Low
Kwara,363.0,9.19,160.6,8.84,Good,Sandy,3,Low
Niger,404.6,5.23,391.2,10.94,Fair,Sandy,5,Low
Rivers,209.5,10.12,204.0,0.2,Fair,Loamy,2,Low
Kogi,395.2,1.97,221.8,12.35,Poor,Clay,3,Medium
Delta,156.8,9.43,285.5,6.47,Fair,Clay,1,Low
Lagos,263.9,4.3,194.8,1.5,Good,Loamy,0,Low
Kogi,393.5,6.51,91.4,22.78,Good,Clay,5,Medium
Rivers,180.4,10.14,215.8,8.13,Fair,Clay,5,Medium
Kogi,431.6,4.35,377.8,10.71,Fair,Clay,0,Low
Jigawa,98.8,3.44,165.1,20.7,Poor,Loamy,1,Low
Lagos,57.3,8.65,272.5,4.25,Poor,Clay,4,Medium
Rivers,411.7,7.1,391.3,21.27,Good,Sandy,4,Low
Niger,77.5,6.9,332.3,6.12,Fair,Clay,4,Low
Delta,446.8,4.2,264.3,14.77,Good,Sandy,3,Low
Benue,430.6,1.87,294.9,17.17,Fair,Clay,5,Low
Rivers,104.8,5.81,374.7,22.63,Good,Sandy,1,Low
Bayelsa,265.0,2.62,384.0,15.23,Good,Clay,3,Low
Delta,124.0,11.01,387.6,11.39,Good,Sandy,3,Low
Rivers,221.3,1.93,251.0,14.35,Fair,Sandy,1,Low
Jigawa,74.6,6.03,155.1,5.13,Poor,Clay,3,Medium
Benue,139.6,2.05,55.0,17.26,Poor,Loamy,5,High
Jigawa,195.3,2.5,155.4,4.75,Fair,Clay,1,Low
Benue,225.5,8.42,377.3,13.98,Poor,Loamy,4,Medium
Bayelsa,441.0,8.29,356.1,16.23,Good,Loamy,4,Low
Delta,373.1,1.85,210.4,22.47,Fair,Loamy,3,Low
Niger,345.0,1.51,215.7,11.31,Fair,Loamy,0,Low
Jigawa,264.8,2.33,125.0,19.41,Poor,Loamy,1,Medium
Jigawa,386.0,9.51,182.9,4.27,Poor,Loamy,2,Medium
Kwara,185.7,7.64,286.4,3.99,Good,Clay,2,Low
Benue,333.6,1.9,162.2,13.17,Fair,Sandy,3,Low
Anambra,447.5,6.63,76.8,14.95,Poor,Sandy,0,Low
Delta,175.9,8.98,217.3,15.85,Fair,Clay,1,Low
Benue,319.6,10.62,91.7,18.67,Good,Clay,4,High
Kwara,387.7,11.31,389.8,7.44,Good,Clay,3,Medium
Kogi,416.3,4.94,157.4,15.6,Good,Loamy,1,Low
Benue,337.2,2.93,364.0,4.78,Fair,Loamy,1,Low
Niger,163.4,3.99,91.8,5.55,Fair,Sandy,1,Low
Delta,180.5,9.65,77.3,1.78,Fair,Clay,0,High
Kwara,58.3,11.7,247.5,18.7,Fair,Sandy,1,Low
Kogi,354.4,6.4,312.2,12.72,Fair,Sandy,0,Low
Lagos,67.1,4.71,227.6,6.03,Good,Loamy,0,Low
